nutrition_ID,country_code,age_ID,variable_ID,median,lowerci_95,upperci_95,country_numeric
40,ATG,5,1,108.611770644189,74.6481623094322,157.095103814653,028
41,ATG,6,1,112.837768889935,77.4547068469451,162.979134851126,028
42,ATG,7,1,95.4918802292613,65.3606055982819,138.192485151227,028
43,AUS,1,1,143.93464892765,114.748254285016,177.870756891365,036
44,AUS,2,1,117.254623341715,95.73351860592112,141.789725002897,036
45,AUS,4,1,87.4945246643489,72.2344231599955,105.397008947539,036
46,AUS,5,1,85.593136767791,70.6569874339793,103.184327097044,036
47,AUS,6,1,90.942242353716,75.2762610976343,109.381400792636,036
48,AUS,7,1,131.918999095163,108.971208041698,157.750069738487,036
49,AUT,1,1,110.349536315485,92.5615136054391,132.616639346882,040
50,AUT,2,1,89.9705018757597,77.7578736563215,104.199062862887,040
